Substrate,ECNumber,Organism_ID_sabio,kcat
Prephenate,4.2.1.51,3702,0.16
Prephenate,2.6.1.1,4102,13.4
Prephenate,1.3.1.12,83333,27.0
Prephenate,4.2.1.51,83333,32.2
Prephenate,4.2.1.51,196627,0.002
Prephenate,4.2.1.51,243232,12.3
Pro-Hyp,3.4.13.9,57043,50.1
Pro-Pro,3.4.13.9,1358,1.9832
Pro-Pro,3.4.13.9,57043,13.4
Progesterone,1.14.14.19,8355,0.06416667
Progesterone,1.1.1.149,9606,0.025
Progesterone,1.14.14.25,9606,0.0002
Progesterone,1.14.14.1,9986,0.2
Progesterone,1.3.1.3,10116,0.03016667
Proline,6.1.1.15,83333,70.0
Proline,6.2.1.n2,176299,0.11
Propanal,1.1.1.2,9606,0.46
Propanal,1.1.1.21,9606,1.866667
Propanal,1.2.1.3,9606,3.416667
Propanal,1.2.1.3,10116,2.05
Propanal,1.2.1.4,29320,1.2
Propanal,4.1.2.10,32224,223.0
Propanal,1.2.1.26,62977,2.07
Propanal,1.2.1.39,76114,4.0
Propanal,1.2.1.3,224308,1.29
Propanal,1.2.1.22,243232,3.0
Propanal,1.2.1.10,266265,16.3
Propanal,1.2.1.87,266265,16.3
Propanal,4.1.3.39,266265,1.79
Propanal,1.2.1.87,300852,8.4
Propanal,1.1.1.21,2315449,5.3
Propanoate,2.8.3.18,435,65.0
Propanoate,2.7.2.1,2210,218.0
Propanoate,2.7.2.15,99287,100.0
Propanoate,6.2.1.1,99287,261.0
Propanoate,6.2.1.17,267608,2.4
Propanoate,6.2.1.36,399549,5.6
Propanoyl phosphate,3.6.1.7,9913,117.0
Propanoyl-CoA,2.3.1.226,555,0.19
Propanoyl-CoA,3.1.2.23,1667,0.026
Propanoyl-CoA,3.1.2.20,9606,0.036
Propanoyl-CoA,1.3.8.1,9913,0.03
Propanoyl-CoA,1.3.1.95,28446,2.0
Propanoyl-CoA,2.3.3.5,56673,8.0
Propanoyl-CoA,2.3.3.13,83331,0.04
Propanoyl-CoA,2.3.3.13,83332,0.04
Propanoyl-CoA,2.3.1.157,83333,9.5
Propanoyl-CoA,3.1.2.23,272558,0.058
Propanoyl-CoA,4.1.3.24,272943,12.0
Propanoyl-CoA,2.3.3.1,559292,5.4
Propionylthiocholine,3.1.1.7,9606,2666.667
Propionylthiocholine,3.1.1.8,9606,1666.667
Propiophenone,1.14.13.84,294,11.0
Propylamine,1.4.9.1,266,27.0
Prostaglandin D2,1.1.1.188,9606,0.08
Prostaglandin D2,1.1.1.188,9913,0.01416667
Prostaglandin E2,1.1.1.141,9606,50.0
Prostaglandin E2,1.1.1.184,9606,25.0
Prostaglandin G2,5.3.99.3,9606,75.0
Prostaglandin H2,1.1.1.188,5702,1.05
Prostaglandin H2,5.3.99.3,9606,50.0
Prostaglandin H2,1.1.1.188,9913,0.005666667
Prostaglandin H2,1.11.1.20,10090,0.2466667
Prostaglandin H2,5.3.99.2,10116,20.83333
Prostamide H2,1.11.1.20,10090,0.09
Protein,2.7.11.24,10090,31.6
Protoporphyrinogen IX,1.3.3.4,34,0.08666667
Protoporphyrinogen IX,1.3.5.3,83333,0.292
Protoporphyrinogen IX,1.3.3.4,224308,0.235
Pseudouridine,2.1.1.177,83333,0.04166667
Pseudouridine 5'-phosphate,3.1.3.96,9606,1.59
Pterin,3.5.4.11,311403,131.0
Putrescine,2.1.1.53,4075,0.383
Putrescine,2.1.1.53,4076,0.388
Putrescine,2.1.1.53,4081,0.19
Putrescine,2.5.1.16,9606,1.9
Putrescine,2.1.1.53,45834,0.047
Putrescine,2.1.1.53,47519,0.16
Putrescine,2.5.1.45,93496,0.032
Putrescine,2.5.1.46,93496,0.032
Putrescine,2.5.1.16,186497,0.18
Putrescine,2.5.1.16,243274,0.77
Putrescine,2.1.1.53,362597,0.198
Pyrazole,2.1.1.49,9986,0.25
Pyridine-2-aldehyde,1.1.1.2,9606,1.0
Pyridine-2-aldehyde,1.1.1.65,284812,0.2516667
Pyridine-2-azo-4-dimethylaniline cephalosporin,3.5.2.6,1402,667.0
Pyridine-3-aldehyde,1.1.1.2,9606,6.183333
Pyridine-3-aldehyde,1.1.1.21,9606,38.4
Pyridine-3-aldehyde,1.1.1.213,9606,0.03166667
Pyridine-3-aldehyde,1.1.1.50,9606,0.1666667
Pyridine-3-aldehyde,1.1.1.184,10090,1.8
Pyridine-3-aldehyde,1.1.1.65,284812,0.003383333
Pyridoxal,1.1.1.107,69367,59.2
Pyridoxal,2.7.1.35,224308,0.032
Pyridoxal,2.6.1.30,266835,41.0
Pyridoxal,1.1.1.65,284812,0.935
Pyridoxamine,2.6.1.30,266835,29.0
Pyridoxamine phosphate,3.1.3.74,9606,0.45
Pyridoxamine phosphate,1.4.3.5,83333,1.72
Pyruvate,4.1.1.64,292,13.1
Pyruvate,4.1.1.7,303,0.1
Pyruvate,4.1.1.74,550,3.5
Pyruvate,1.1.1.27,1422,247.0
Pyruvate,1.2.4.1,1422,0.48
Pyruvate,1.1.1.27,1587,643.0
Pyruvate,1.1.1.28,1587,1392.0
Pyruvate,2.6.1.2,2261,216.0
Pyruvate,1.1.1.40,3702,284.1
Pyruvate,2.6.1.2,3702,6.47
Pyruvate,2.2.1.6,4097,0.634
Pyruvate,2.7.9.1,4577,43.66667
Pyruvate,2.6.1.12,5693,47.4
Pyruvate,1.1.1.27,5811,64.0
Pyruvate,1.1.1.27,5823,106.0
Pyruvate,1.1.1.27,5833,148.3333
Pyruvate,1.1.1.27,5836,450.0
Pyruvate,1.1.1.27,5855,126.6667
Pyruvate,1.1.1.27,5858,125.0
Pyruvate,2.6.1.7,7159,5.283333
Pyruvate,1.1.1.27,7797,1816.667
Pyruvate,1.1.1.27,8839,1433.333
Pyruvate,1.1.1.27,9031,1556.667
Pyruvate,1.1.1.27,9606,300.0
Pyruvate,2.6.1.7,9606,0.3633333
Pyruvate,1.1.1.27,9913,1336.667
Pyruvate,1.1.1.27,9986,691.6667
Pyruvate,1.1.1.27,36329,148.3333
Pyruvate,1.1.1.27,36330,266.6667
Pyruvate,4.1.2.54,51453,3.6
Pyruvate,2.3.3.13,83331,6.1
Pyruvate,2.3.3.13,83332,6.1
Pyruvate,1.1.1.38,83333,2.93
Pyruvate,1.1.1.40,83333,0.38
Pyruvate,1.1.1.86,83333,0.021
Pyruvate,1.2.4.1,83333,28.89
Pyruvate,1.8.1.4,83333,28.89
Pyruvate,2.2.1.6,83333,23.3
Pyruvate,2.2.1.7,83333,4.1
Pyruvate,2.3.1.12,83333,28.89
Pyruvate,4.3.3.7,83333,124.0
Pyruvate,4.3.3.7,83334,124.0
Pyruvate,1.5.1.52,158878,0.26
Pyruvate,2.7.9.2,186497,1573.0
Pyruvate,4.3.3.7,199310,124.0
Pyruvate,2.6.1.46,208964,1.15
Pyruvate,1.1.1.28,220668,2300.0
Pyruvate,1.2.3.3,220668,26.0
Pyruvate,1.4.1.1,224308,1000.0
Pyruvate,1.1.1.27,226185,0.92
Pyruvate,4.1.1.1,264203,486.0
Pyruvate,4.1.3.39,266265,1.79
Pyruvate,2.6.1.30,266835,29.0
Pyruvate,2.7.9.1,294381,15.0
Pyruvate,1.1.1.28,390333,1680.0
Pyruvate,1.5.1.24,441771,13.4
Pyruvate,4.1.1.1,559292,12.42
Pyruvate,6.4.1.1,559292,59.5
Quercetin,2.4.1.234,4102,59.8
Quercetin,2.8.2.25,4228,1.43
Quercetin,1.14.18.1,5341,6.2
Quercetin,2.1.1.267,29760,0.112
Quercetin,1.10.3.2,100226,6.9
Quercetin,1.13.11.24,224308,25.0
Quercetin 3-O-beta-D-galactoside,2.4.1.234,4102,89.6
Quercetin 3-O-glucoside,2.1.1.267,29760,0.8976
Quercetin 7-O-beta-D-glucoside,3.2.1.21,9606,0.69
"Quercetin-3,4'-diglucoside",3.2.1.21,9606,0.3
Quinoline-3-carboxaldehyde,1.2.1.3,9606,11.16667
Quinoline-4-carboxaldehyde,1.2.1.3,9606,4.666667
R-(+)-1-Phenylethanol,1.1.1.1,7225,5.2
R-(+)-cis-Verbenol,1.1.1.1,7225,7.1
R-(-)-2-Butanol,1.1.1.1,7225,7.6
R-(-)-2-Hexanol,1.1.1.1,7225,8.0
R-(-)-2-Pentanol,1.1.1.1,7225,7.6
R-(-)-3-Methylbutan-2-ol,1.1.1.1,7225,8.0
R-(-)-Heptan-2-ol,1.1.1.1,7225,7.4
R-(-)-Octan-2-ol,1.1.1.1,7225,8.1
Reactive black 5,1.10.3.2,1408,3.63
Reactive black 5,1.11.1.16,5323,5.0
Reactive black 5,1.11.1.16,385957,0.38
Reactive blue 5,1.11.1.19,385957,34.0
Reduced FMN,1.1.99.31,303,1.2
Reduced coenzyme F420,1.5.98.2,190192,275.0
Reduced glutathione,2.5.1.18,529,16.51
Reduced glutathione,2.5.1.18,615,1070.0
Reduced glutathione,1.8.5.1,3562,490.0
Reduced glutathione,2.5.1.18,3702,0.98
Reduced glutathione,4.3.2.7,3702,0.6433333
Reduced glutathione,1.8.4.9,4472,56.0
Reduced glutathione,6.3.1.8,5656,4.2
Reduced glutathione,6.3.1.9,5656,8.7
Reduced glutathione,6.3.1.9,5691,5.2
Reduced glutathione,2.5.1.18,7168,85.1
Reduced glutathione,2.5.1.18,7227,360.0
Reduced glutathione,2.5.1.18,9031,26.53
Reduced glutathione,1.8.4.2,9606,293.0
Reduced glutathione,2.5.1.18,9606,96.0
Reduced glutathione,4.4.1.5,9606,1133.333
Reduced glutathione,2.5.1.18,10090,6.9
Reduced glutathione,2.5.1.18,10116,1.166667
Reduced glutathione,4.4.1.5,10116,1183.333
Reduced glutathione,2.5.1.18,36329,0.105
Reduced glutathione,1.20.4.1,39947,0.33
Reduced glutathione,1.20.4.1,83333,0.33
Reduced glutathione,1.8.1.7,83333,50.0
Reduced glutathione,2.5.1.18,83333,27.0
Reduced glutathione,4.4.1.5,284812,1146.667
Reduced glutathione,1.11.1.9,559292,52.9
Reduced glutathione,2.5.1.18,559292,13.1
Reduced glutathione,4.4.1.5,559292,6700.0
Reduced methyl viologen,1.7.2.2,83333,2380.0
Reduced methyl viologen,1.7.2.2,211586,2380.0
Resveratroloside,1.14.14.57,9606,0.048
Retinol,1.1.1.1,9606,3.166667
Retinol,1.1.1.105,9606,0.1833333
Retinol,1.1.1.21,9606,0.12
Retinol,1.14.14.1,9606,0.0025
Retinol,1.1.1.1,10090,2.083333
Retinol,1.14.14.1,10090,0.004
Rhamnetin,2.8.2.25,4228,0.6
Rhodopsin,2.7.11.14,7955,0.86
Rhodopsin,2.7.11.14,9606,1.2
Riboflavin,1.14.13.7,1426,147.0
Riboflavin,2.7.1.26,3702,0.583
Riboflavin,1.5.1.30,9606,0.107
Ribose 5-phosphate,3.1.3.2,83333,4.9
Ribose 5-phosphate,4.3.3.6,224308,0.000333333
Rosmaric acid,1.5.99.12,4577,0.4
S-(+)-2-Hexanol,1.1.1.1,7225,8.0
S-(+)-3-Methylbutan-2-ol,1.1.1.1,7225,8.0
S-(+)-Heptan-2-ol,1.1.1.1,7225,1.7
S-(+)-Octan-2-ol,1.1.1.1,7225,0.77
S-(-)-1-Phenylethanol,1.1.1.1,7225,2.5
S-(-)-2-Methylbutan-1-ol,1.1.1.1,7225,2.0
S-(4-Aminobutyl)isothiourea,3.5.3.1,10116,3.333333
S-(Hercyn-2-yl)-L-cysteine S-oxide,4.4.1.36,367110,11.40667
S-(Hydroxymethyl)glutathione,1.1.1.284,3702,22.51667
S-(Hydroxymethyl)glutathione,1.1.1.284,7227,16.0
S-(Hydroxymethyl)glutathione,1.1.1.1,7740,11.33333
S-(Hydroxymethyl)glutathione,1.1.1.1,9606,3.333333
S-(Hydroxymethyl)glutathione,1.1.1.284,9606,3.5
S-(Hydroxymethyl)glutathione,1.1.1.284,9913,1.416667
S-Adenosyl-L-homocysteine,3.3.1.1,9606,3.8
S-Adenosyl-L-homocysteine,3.2.2.9,83333,2.6
S-Adenosyl-L-homocysteine,3.3.1.1,243274,0.24
S-Adenosyl-L-homocysteine,3.5.4.28,243274,12.2
S-Adenosyl-L-methionine,2.1.1.72,271,0.7333333
S-Adenosyl-L-methionine,2.1.1.37,735,0.05333333
S-Adenosyl-L-methionine,2.1.1.122,3467,0.5
S-Adenosyl-L-methionine,2.1.1.128,3469,0.08
S-Adenosyl-L-methionine,2.1.1.7,3641,2.94
S-Adenosyl-L-methionine,2.1.1.141,3702,70.0
S-Adenosyl-L-methionine,2.1.1.278,3702,0.028
S-Adenosyl-L-methionine,2.1.1.7,3702,3.52
S-Adenosyl-L-methionine,4.1.1.50,3702,45.83333
S-Adenosyl-L-methionine,4.4.1.14,3702,4.82
S-Adenosyl-L-methionine,4.4.1.14,3750,9.2
S-Adenosyl-L-methionine,2.1.1.142,3847,0.001
S-Adenosyl-L-methionine,2.1.1.41,3847,0.02
S-Adenosyl-L-methionine,2.1.1.7,3847,4.81
S-Adenosyl-L-methionine,2.1.1.50,4058,0.31
S-Adenosyl-L-methionine,2.1.1.53,4075,0.383
S-Adenosyl-L-methionine,2.1.1.53,4076,0.388
S-Adenosyl-L-methionine,2.1.1.53,4081,0.19
S-Adenosyl-L-methionine,2.1.1.7,4081,2.37
S-Adenosyl-L-methionine,2.1.1.n7,4558,0.00047
S-Adenosyl-L-methionine,2.1.1.241,4577,0.249
S-Adenosyl-L-methionine,2.1.1.277,4577,0.45
S-Adenosyl-L-methionine,2.1.1.103,6239,9.783333
S-Adenosyl-L-methionine,2.1.1.43,7227,0.11
S-Adenosyl-L-methionine,2.1.1.22,9031,0.04183333
S-Adenosyl-L-methionine,2.1.1.22,9606,0.0595
S-Adenosyl-L-methionine,2.1.1.28,9606,0.04333333
S-Adenosyl-L-methionine,2.1.1.319,9606,0.036
S-Adenosyl-L-methionine,2.1.1.43,9606,0.075
S-Adenosyl-L-methionine,2.1.1.8,9606,0.00821
S-Adenosyl-L-methionine,2.1.1.49,9986,3.666667
S-Adenosyl-L-methionine,2.1.1.2,10116,0.081
S-Adenosyl-L-methionine,2.1.1.22,10116,0.07816667
S-Adenosyl-L-methionine,2.1.1.319,10116,1400.0
S-Adenosyl-L-methionine,2.1.1.6,10116,0.1
S-Adenosyl-L-methionine,2.1.1.280,20406,0.0074
S-Adenosyl-L-methionine,2.1.1.240,29760,0.086
S-Adenosyl-L-methionine,2.1.1.267,29760,2.3825
S-Adenosyl-L-methionine,2.1.1.146,36903,0.08
S-Adenosyl-L-methionine,2.1.1.274,36903,0.092
S-Adenosyl-L-methionine,2.1.1.68,36903,0.26
S-Adenosyl-L-methionine,2.1.1.146,39350,0.0031
S-Adenosyl-L-methionine,2.1.1.68,39350,0.013
S-Adenosyl-L-methionine,2.1.1.7,39947,2.25
S-Adenosyl-L-methionine,2.1.1.53,45834,0.047
S-Adenosyl-L-methionine,2.1.1.53,47519,0.16
S-Adenosyl-L-methionine,2.6.1.62,83331,0.01666667
S-Adenosyl-L-methionine,2.1.1.374,83332,0.8
S-Adenosyl-L-methionine,2.6.1.62,83332,0.01666667
S-Adenosyl-L-methionine,2.1.1.10,83333,0.38
S-Adenosyl-L-methionine,2.1.1.166,83333,0.001066667
S-Adenosyl-L-methionine,2.1.1.177,83333,0.04166667
S-Adenosyl-L-methionine,2.1.1.280,83333,0.74
S-Adenosyl-L-methionine,2.1.1.79,83333,0.2266667
S-Adenosyl-L-methionine,2.6.1.62,83333,0.2833333
S-Adenosyl-L-methionine,2.8.1.6,83333,0.000277778
S-Adenosyl-L-methionine,2.1.1.7,88730,4.97
S-Adenosyl-L-methionine,2.1.1.255,100226,0.0092
S-Adenosyl-L-methionine,2.1.1.115,150095,0.05
S-Adenosyl-L-methionine,2.1.1.79,199310,0.2266667
S-Adenosyl-L-methionine,2.1.1.122,215227,0.001
S-Adenosyl-L-methionine,2.1.1.7,218851,5.83
S-Adenosyl-L-methionine,2.1.1.228,243232,0.01216667
S-Adenosyl-L-methionine,4.1.1.50,243232,0.00075
S-Adenosyl-L-methionine,2.1.1.220,262724,0.037
S-Adenosyl-L-methionine,2.1.1.53,362597,0.198
S-Adenosyl-L-methionine,2.1.1.22,559292,0.01233333
S-Adenosyl-L-methionine,2.1.1.41,559292,0.011
S-Adenosyl-L-methionine,2.1.1.43,559292,0.01833333
S-Adenosyl-L-methionine,2.1.1.374,561007,2.0
S-Adenosyl-L-methionine,2.1.1.261,746128,2.41
S-Adenosyl-L-methionine,2.1.1.11,1111708,0.057
S-Adenosylmethioninamine,2.5.1.16,9606,1.9
S-Adenosylmethioninamine,2.5.1.104,186497,2.09
S-Adenosylmethioninamine,2.5.1.16,186497,0.18
S-Adenosylmethioninamine,2.5.1.23,186497,0.06
S-Adenosylmethioninamine,2.5.1.16,243274,0.77
S-Adenosylmethioninamine,2.5.1.104,300852,0.37
S-Adenosylmethioninamine,2.5.1.126,300852,0.53
S-Adenosylmethioninamine,2.5.1.79,300852,0.73
S-Benzyl-L-cysteine,4.1.99.1,585,1.95
S-Carboxymethyl-L-cysteine,1.2.1.95,559292,6.0
S-Ethyl-L-cysteine,4.1.99.1,585,3.59
S-Ethyl-L-cysteine,4.4.1.3,1147,37.0
S-Formylglutathione,3.1.2.12,83333,28.5
S-Glycolylglutathione,3.1.2.6,9606,1736.0
S-Inosyl-L-homocysteine,3.3.1.1,243274,0.14
S-Lactoylglutathione,3.1.2.6,10116,283.3333
S-Lactoylglutathione,3.1.2.12,83333,1.02
S-Lactoylglutathione,3.1.2.6,99287,394.9
S-Lactoylglutathione,3.1.2.6,559292,979.0
S-Methyl-L-cysteine,4.1.99.1,585,4.1
S-Methyl-L-cysteine,4.4.1.3,1147,20.0
S-Nitrosoglutathione,1.1.1.1,9606,45.0
S-Nitrosoglutathione,1.1.1.184,9606,40.0
S-Nitrosoglutathione,1.14.12.17,83333,0.03
S-Propyl thioacetate,3.1.1.7,9606,183.3333
S-Ribosyl-L-homocysteine,4.4.1.21,83333,0.38
S-Ribosyl-L-homocysteine,4.4.1.21,224308,0.03
S-Sulfanylglutathione,1.13.11.18,9606,104.0
S-Sulfo-L-cysteine,2.5.1.47,6239,2.8
S-o-Nitrophenyl-L-cysteine,4.1.99.1,585,33.35
Salicylate,2.1.1.274,36903,0.092
Sarcosine,1.4.3.19,224308,4.15
Scopoletin,1.5.99.12,4577,1.4
Se-Adenosyl-L-selenomethionine,2.1.1.79,83333,0.2166667
Se-Adenosyl-L-selenomethionine,2.1.1.79,199310,0.2166667
Sedoheptulose,2.7.1.14,10090,115.0
"Sedoheptulose 1,7-bisphosphate",3.1.3.37,3562,81.0
Selenohomocysteine,2.1.1.280,20406,0.0074
Selenohomocysteine,2.1.1.280,83333,0.74
Selenophosphate,2.9.1.3,83333,0.008833333
Sepiapterin,1.1.1.153,9606,1.5
Sepiapterin,1.1.1.153,10116,11.1
Sepiapterin,3.5.4.11,311403,2.9
Ser-Gly,3.4.11.1,9913,16.66667
Ser-Pro,3.4.13.9,57043,2.0
Serine,2.6.1.7,7159,5.75
Serine,6.2.1.n2,176299,1.15
Serotonin,2.3.1.87,9940,34.0
Sinapate,1.10.3.2,5327,577.8
Sinapate,1.10.3.2,224308,39.0
Sinapate,1.10.3.2,293387,21.3
Sinapate,1.11.1.7,293387,8.1
Sinapate,1.10.3.2,1869214,98.5
Sinapoyl aldehyde,1.1.1.195,3693,40.56833
Sinapoyl aldehyde,1.1.1.195,3702,13.72
Sinapoyl aldehyde,2.4.1.111,3702,1.43
Sinapoyl aldehyde,1.1.1.195,39947,3.4
Sinapoyl-CoA,1.2.1.44,3702,1.1
Sinapyl alcohol,2.4.1.111,3702,4.52
Sinefungin,2.6.1.62,83332,0.009
Sinigrin,3.2.1.147,3702,46.0
Solavetivol,1.14.14.151,35626,0.1
Spermidine,6.3.1.8,5656,4.2
Spermidine,6.3.1.9,5691,5.2
Spermidine,2.5.1.45,93496,0.032
Spermidine,2.5.1.46,93496,0.032
Spermidine,2.5.1.79,300852,0.73
Spermine,1.5.3.13,10090,0.175
Spermine,2.3.1.57,353152,9.0
Sphingosine 1-phosphate,3.1.3.76,9606,0.018
Sphingosyl-phosphocholine,3.1.4.38,9913,1.0
Squalene,1.14.14.17,9606,0.01833333
Squalene,5.4.99.17,521098,1.026667
Stearate,1.14.14.1,224308,7.166667
Stearate,1.14.14.1,279010,16.18333
Stearoyl-CoA,3.1.2.2,9606,1.2
Stearoyl-CoA,3.1.2.20,9606,0.011
Stearoyl-CoA,1.3.8.8,10116,4.5
Styrene oxide,3.3.2.8,1833,0.47
Substance P,3.4.11.9,9606,90.01
Succinamate,3.5.1.131,47660,19.0
Succinate,2.8.3.18,435,75.2
Succinate,1.3.5.1,56812,0.95
Succinate,1.3.5.1,83333,30.0
Succinate,1.3.5.1,318167,0.6
Succinate,1.3.5.1,364106,110.0
Succinate semialdehyde,1.1.1.n11,3702,17.0
Succinate semialdehyde,1.1.1.2,9606,9.333333
Succinate semialdehyde,1.1.1.n11,9606,1.8
Succinate semialdehyde,1.1.1.21,9823,13.0
Succinate semialdehyde,1.1.1.n11,10090,2.026667
Succinate semialdehyde,1.1.1.n11,10116,1.8
Succinate semialdehyde,1.2.1.24,62977,61.5
Succinate semialdehyde,1.2.1.26,62977,0.06
Succinate semialdehyde,1.2.1.79,83332,0.5333333
Succinyl-Ala-Ala-Pro-Phe-p-nitroanilide,3.4.21.62,1390,44.0
Succinyl-Ala-Ala-Pro-Phe-p-nitroanilide,3.4.21.20,9606,14.0
Succinyl-Ala-Ala-Pro-Phe-p-nitroanilide,5.2.1.8,9606,960.0
Succinyl-Ala-Ala-Pro-Phe-p-nitroanilide,3.4.21.62,86029,9.15
Succinyl-Ala-Ala-Pro-Phe-p-nitroanilide,3.4.21.62,224308,18.0
Succinyl-CoA,2.8.3.18,435,290.0
Succinyl-CoA,2.3.1.46,62977,3.42
Succinyl-CoA,2.3.1.117,83333,43.33333
Succinyl-CoA,2.3.1.46,83333,24.0
Succinyl-CoA,2.8.3.6,1301098,23.83333
Sucrose,2.4.1.4,489,1.283333
Sucrose,2.4.1.10,1304,63.48333
Sucrose,2.4.1.9,1598,504.0
Sucrose,3.2.1.26,1598,88.9
Sucrose,3.2.1.26,3702,59.0
Sucrose,2.4.1.13,3916,0.85
Sucrose,3.2.1.26,4081,7250.0
Sucrose,3.2.1.20,7460,195.0
Sucrose,2.4.1.10,33996,60.0
Sucrose,3.2.1.20,55212,0.2666667
Sucrose,2.4.1.10,224308,164.6
Sucrose,2.4.1.9,257314,176.0
Sucrose,2.4.1.329,580327,66.2
Sucrose 6-phosphate,2.4.1.329,580327,82.6
Sudan Orange G,1.10.3.2,224308,0.05
Sulbactam,3.5.2.6,562,20.0
Sulbactam,3.5.2.6,1396,10.0
Sulbactam,3.5.2.6,40324,210.0
Sulbactam,3.5.2.6,196023,0.12
Sulbenicillin,3.5.2.6,644,0.5
Sulbenicillin,3.5.2.6,40324,225.0
Sulfate,2.7.7.4,5076,10.8
Sulfate,1.8.3.1,9606,18.1
Sulfate,2.7.7.4,9606,0.5
Sulfate,2.7.7.4,559292,0.86
Sulfite,1.8.3.1,9606,25.9
Sulfite,2.5.1.76,188937,0.1833333
Sulfite,4.4.1.19,243232,8.5
Sulindac,1.14.13.8,9606,0.78
Syringaldazine,1.10.3.2,274,6.47
Syringaldazine,1.10.3.2,382,11.2
Syringaldazine,1.10.3.2,573,300.0
Syringaldazine,1.10.3.2,1402,100.0
Syringaldazine,1.10.3.2,1408,66.0
Syringaldazine,1.10.3.2,1423,7.6
Syringaldazine,1.10.3.2,2725,663.5
Syringaldazine,1.10.3.2,5322,466.6667
Syringaldazine,1.10.3.2,77133,24.13
Syringaldazine,1.10.3.2,83333,362.0
Syringaldazine,1.10.3.2,100226,25.36
Syringaldazine,1.10.3.1,119864,19.13
Syringaldazine,1.10.3.2,160488,1.28
Syringaldazine,1.10.3.2,181243,4.88
Syringaldazine,1.10.3.2,191221,386.0
Syringaldazine,1.10.3.2,196627,0.22
Syringaldazine,1.10.3.2,220664,1.22
Syringaldazine,1.10.3.2,224308,169.0
Syringaldazine,1.10.3.2,224324,0.55
Syringaldazine,1.10.3.2,226186,555.0
Syringaldazine,1.10.3.2,262724,10.3
Syringaldazine,1.10.3.2,279010,100.0
Syringaldazine,1.10.3.2,309800,21.7
Syringaldazine,1.10.3.2,354242,0.1666667
Syringaldazine,1.10.3.2,358898,50.0
Syringaldazine,1.10.3.2,439375,0.46
Syringaldazine,1.10.3.2,463191,0.3166667
Syringaldazine,1.10.3.2,492218,11.0
Syringaldazine,1.10.3.2,504728,1.766667
Syringaldazine,1.10.3.2,633276,0.031
Syringaldazine,1.10.3.2,671179,1.51
Syringaldazine,1.10.3.2,762633,1.001
Syringaldazine,1.10.3.2,866894,2.4
Syringaldazine,1.10.3.2,936599,22.8
Syringaldazine,1.10.3.2,997253,6.9
Syringaldazine,1.10.3.2,997254,6.3
Syringaldazine,1.10.3.2,997255,3.3
Syringaldazine,1.10.3.2,1835742,24.0
Syringaldehyde,1.10.3.2,5325,42.0
Syringaldehyde,1.10.3.2,224308,16.0
TDP,2.7.2.3,9606,0.3
TDP,3.1.3.2,9606,69.0
TRIBOA glucoside,2.1.1.241,4577,0.249
Talampicillin,3.5.2.6,644,0.04
Talampicillin,3.5.2.6,40324,220.0
Taurine,6.3.2.1,83331,0.19
Taurine,6.3.2.1,83332,0.19
Taurine,1.14.11.17,83333,12.5
Taxifolin,1.14.20.6,3702,0.056
Tazobactam,3.5.2.6,303,8.2
Tazobactam,3.5.2.6,644,0.65
Tazobactam,3.5.2.6,1396,6.5
Tazobactam,3.5.2.6,40324,270.0
Temocillin,3.5.2.6,644,1.75
Temocillin,3.5.2.6,40324,135.0
Terephthalaldehyde,4.1.2.47,316758,18.2
Testosterone,1.1.1.213,9606,0.0009
Testosterone,1.1.1.357,9606,0.000348
Testosterone,1.1.1.64,9606,0.000816667
Testosterone,1.14.14.25,9606,0.03333333
Testosterone,1.14.14.55,9606,1.3
Testosterone,1.1.1.209,10090,0.015
Testosterone,1.1.1.51,10116,0.2666667
Testosterone,1.1.1.62,10116,1.0875
Testosterone,1.1.1.64,10116,0.375
Testosterone,1.3.1.3,10116,0.02083333
Tetra-N-acetylchitotetraose,3.2.1.14,4577,69.01
"Tetrabromo-1,4-benzoquinone",1.1.3.10,230624,280.0
"Tetrachloro-1,4-benzoquinone",1.1.3.10,230624,750.0
"Tetrafluoro-1,4-benzoquinone",1.1.3.10,230624,640.0
Tetrahydrobiopterin,1.14.16.4,9606,6.733333
Tetrahydrobiopterin,1.5.1.34,9606,200.0
Tetrahydropteroyl tri-L-glutamate,2.1.2.1,3702,8.7
Thebaine,1.14.11.31,3469,0.017
Thebaine,1.14.11.32,3469,0.0099
Thiamine diphosphate,1.2.4.1,1422,0.48
Thiamine diphosphate,1.2.4.2,9606,6.7
Thiamine triphosphate,3.6.1.28,10090,23.0
Thionicotinamide,2.3.1.286,36329,0.006
Thioproline,1.5.1.2,9606,55.0
Thiosulfate,2.8.1.1,3702,10.7
Thiosulfate,2.8.1.1,10116,766.6667
Thiosulfate,2.8.1.1,83333,64.0
Thiosulfate,2.5.1.47,272557,24.0
Thiosulfate,1.8.2.2,572477,14000.0
Threitol,1.1.1.10,9606,0.48
Threitol,1.1.1.10,10036,16.0
Threitol,1.1.1.10,10090,16.0
Threitol,1.1.1.10,10116,12.0
Threitol,1.1.1.10,10141,15.0
Threonine,6.1.1.9,1422,12.8
Thymidine,2.7.1.21,1280,0.44
Thymidine,2.7.1.145,7227,15.0
Thymidine,2.7.1.21,9606,0.71
Thymidine,2.7.1.21,44689,7.5
Thymidine,2.7.1.76,44689,0.0081
Thymidine,2.7.1.21,243274,0.4
"Thymidine 3',5'-bisphosphate",3.1.3.97,243365,3.3
Thymine,1.3.1.1,83333,0.39
