Substrate,ECNumber,Organism_ID_sabio,kcat
Ticarcillin,3.5.2.6,287,6.0
Ticarcillin,3.5.2.6,550,81.0
Ticarcillin,3.5.2.6,562,195.0
Ticarcillin,3.5.2.6,571,4.0
Ticarcillin,3.5.2.6,584,6.0
Ticarcillin,3.5.2.6,644,3.5
Ticarcillin,3.5.2.6,817,89.0
Ticarcillin,3.5.2.6,38313,1.0
Ticarcillin,3.5.2.6,40324,440.0
Ticarcillin,3.5.2.6,47917,115.0
Ticarcillin,3.5.2.6,247156,49.5
"Trans, trans-muconaldehyde",1.1.1.n11,10090,1.566667
Trehalose 2-sulfate,2.3.1.288,83332,0.006666667
Trehalose 2-sulfate-2'-palmitate,2.3.1.283,83332,0.002
Trehalulose,3.2.1.20,55212,0.4
Triacetin,3.1.1.1,1388,945.0
Triacetin,3.1.1.1,4839,10.0
Triacetin,3.1.1.1,5061,265.0
Triacetin,3.1.1.1,9606,8.0
Triacetin,3.1.1.1,9823,60.0
Triacetin,3.1.1.1,10141,555.0
Triacetin,3.1.1.1,224308,120.0
Triacetin,3.1.1.1,224325,40.0
Trimethylamine,1.14.13.8,9606,0.3833333
Trimethylamine,1.14.13.8,9823,0.55
Trioleoylglycerol,3.1.1.1,4839,1620.0
Trioleoylglycerol,3.1.1.1,5541,1885.0
Trioleoylglycerol,3.1.1.1,9606,3360.0
Trioleoylglycerol,3.1.1.1,10141,375.0
Trioleoylglycerol,3.1.1.3,64495,5162.0
Trioleoylglycerol,3.1.1.1,224308,165.0
Triphosphate,3.6.1.28,10090,1.6
Tripropionin,3.1.1.1,1388,835.0
Tripropionin,3.1.1.1,4839,200.0
Tripropionin,3.1.1.1,5061,60.0
Tripropionin,3.1.1.1,5541,225.0
Tripropionin,3.1.1.1,9606,3320.0
Tripropionin,3.1.1.1,9823,50.0
Tripropionin,3.1.1.1,10141,750.0
Tripropionin,3.1.1.1,224308,150.0
Tripropionin,3.1.1.1,224325,110.0
Tropinone,1.1.1.206,4076,25.6
Tropinone,1.1.1.236,4076,2.73
Tropinone,1.1.1.206,270110,0.023
Tryptamine,2.3.1.87,9940,30.4
Tryptamine,2.1.1.49,9986,0.45
Tryptophan,2.6.1.7,7159,4.716667
Turanose,3.2.1.20,7460,16.3
Turanose,3.2.1.20,55212,0.3833333
Tyramine,1.4.9.2,511,91.0
Tyramine,1.14.18.1,5341,25.9
Tyrosine,2.6.1.7,7159,2.316667
UDP,2.4.1.13,3916,0.85
UDP,2.4.1.234,4102,89.6
UDP,3.1.3.2,9606,79.0
UDP,2.7.4.1,83333,0.1166667
UDP,4.1.1.49,559292,0.55
UDP-D-galactose,2.4.1.234,4102,61.2
UDP-D-galactose,2.4.1.13,4113,0.001
UDP-D-galactose,5.1.3.2,4513,21.0
UDP-D-galactose,5.1.3.2,83333,160.0
UDP-D-glucose,2.4.1.13,4113,142.8
UDP-D-glucose,5.1.3.2,4513,11.0
UDP-D-glucose,2.4.1.202,4577,22.7
UDP-D-glucose,2.7.7.12,83333,24.0
UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine,1.3.1.98,83333,62.0
UDP-N-acetyl-D-galactosamine,5.1.3.2,4513,0.12
UDP-N-acetyl-D-glucosamine,2.4.1.13,4113,0.9
UDP-N-acetyl-D-glucosamine,5.1.3.2,4513,0.07
UDP-N-acetyl-D-glucosamine,2.4.1.255,9606,0.004833333
UDP-N-acetyl-D-glucosamine,5.1.3.14,10116,0.332
UDP-N-acetyl-D-glucosamine,2.4.1.227,83333,0.7166667
UDP-N-acetyl-D-glucosamine,5.1.3.14,83333,7.1
UDP-N-acetyl-D-glucosamine,5.1.3.14,83334,7.1
UDP-N-acetyl-D-glucosamine,4.2.1.115,85962,0.095
UDP-N-acetyl-D-glucosamine,2.5.1.7,158878,1.13
UDP-N-acetyl-D-glucosamine,2.5.1.7,171101,0.78
UDP-N-acetyl-D-glucosamine,1.1.1.136,208964,1.433333
UDP-N-acetyl-D-glucosamine,5.1.3.14,267377,3.4
UDP-N-acetyl-D-mannosamine,2.4.1.187,224308,13.91667
UDP-N-acetyl-D-mannosamine,1.1.1.336,267377,0.4
UDP-N-acetylgalactosamine,5.1.3.2,9606,26.0
UDP-N-acetylgalactosamine,5.1.3.2,83333,0.003
UDP-N-acetylmuramate,6.3.2.8,83333,11.68
UDP-N-acetylmuramoyl-L-alanine,6.3.2.9,83333,6.716667
"UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate",6.3.2.10,83333,18.0
UDP-N-acetylmuramoyl-L-alanyl-D-glutamate,6.3.2.7,301447,9.0
UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine,2.3.2.10,1629,11.0
UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala),2.7.8.13,224308,5.333333
UDPgalactose,5.1.3.2,3702,128.0
UDPgalactose,5.1.3.2,9606,36.0
UDPgalactose,5.1.3.2,83333,23.9
UDPglucosamine,2.3.1.157,83333,33.0
UDPglucose,1.1.1.22,1314,1.8
UDPglucose,2.4.1.195,1358,1.0
UDPglucose,1.1.1.22,3702,2.52
UDPglucose,2.4.1.111,3702,4.52
UDPglucose,5.1.3.2,3702,33.0
UDPglucose,2.4.1.170,3847,0.76
UDPglucose,2.4.1.85,4558,10.6
UDPglucose,1.1.1.22,9606,105.0
UDPglucose,2.4.1.38,9913,0.247
UDPglucose,2.7.7.12,83333,62.0
UDPglucose,5.1.3.2,83333,500.0
UDPglucuronate,2.4.1.264,340,0.08666667
UDPglucuronate,5.1.3.6,3702,24.0
UDPglucuronate,2.4.1.17,9606,1.9
UDPglucuronate,4.1.1.35,39947,1.69
UDPglucuronate,2.4.1.17,41492,35.0
UMP,3.1.3.91,7227,2.3
UMP,2.7.4.14,9606,130.0
UMP,3.1.3.91,9606,6.2
UMP,3.1.3.96,9606,0.41
UMP,2.7.4.14,44689,217.0
UMP,2.7.4.25,83332,12.2
UMP,2.4.2.9,83333,0.024
UMP,2.7.4.25,83333,0.82
UMP,3.1.3.2,83333,61.0
UMP,3.1.3.5,83333,34.2
UMP,2.7.4.22,170187,175.0
UMP,2.4.2.9,224308,0.0015
UTP,2.7.1.11,1422,104.16
UTP,2.5.1.17,1598,0.00195
UTP,2.7.1.1,4108,3.02
UTP,2.7.1.1,5691,40.0
UTP,3.1.3.2,9606,119.0
UTP,3.6.1.15,9606,0.007
UTP,3.6.1.9,10090,200.0
UTP,2.7.1.76,44101,0.36
UTP,3.6.1.8,83332,0.28
UTP,6.3.4.2,83332,22.9
UTP,2.7.7.23,83333,350.0
UTP,2.7.7.59,83333,2.283333
UTP,6.3.4.2,83333,13.7
UTP,2.7.1.113,224308,1.41
UTP,3.6.1.8,246196,0.8833333
UTP,6.3.4.2,272623,6.4
UTP,2.7.1.2,419947,36.83333
UTP,2.7.7.23,559292,15.41967
UTP,4.1.1.49,559292,5.1
Ubiquinol,1.3.5.1,364106,2.0
Ubiquinone,1.3.5.2,9913,50.4
Ubiquinone,1.3.5.1,364106,110.0
Undecanal,4.1.2.47,316758,1.17
Undecaprenyl phosphate,2.7.8.13,224308,5.333333
Uracil,1.3.1.1,83333,0.64
Uracil,2.4.2.9,83333,2.7
Uracil,4.2.1.70,83333,3.74
Uracil,2.4.2.10,99287,0.9
Urate,1.7.3.3,224308,3.26
Urea,3.5.1.5,548,2970.0
Urea,3.5.1.5,3823,2766.667
Uridine 3'-phosphate,3.1.3.2,83333,61.0
Val-Pro,3.4.13.9,1358,36.4413
Valacyclovir,3.1.1.43,9606,80.0
Valacyclovir,3.1.1.1,9823,0.285
Valencene,1.14.14.151,35626,1.9
Valine,6.1.1.9,1422,18.1
Valine,6.1.1.9,83333,51.0
Vanillate,2.1.1.341,627192,5.76
Veratraldehyde,1.2.1.3,9606,1.416667
Veratryl alcohol,1.1.3.7,5323,114.0
Veratryl alcohol,1.11.1.16,5323,24.7
Veratryl alcohol,1.11.2.1,71721,34.0
Veratryl alcohol,1.11.2.1,1973307,85.0
Vetispiradiene,1.14.14.151,4097,0.4
Vetispiradiene,1.14.14.151,35626,2.1
Vinyl butyrate,3.1.1.1,1388,1930.0
Vinyl butyrate,3.1.1.1,4839,5390.0
Vinyl butyrate,3.1.1.1,5061,25.0
Vinyl butyrate,3.1.1.1,5541,2600.0
Vinyl butyrate,3.1.1.1,9606,625.0
Vinyl butyrate,3.1.1.1,9823,460.0
Vinyl butyrate,3.1.1.1,10141,200.0
Vinyl butyrate,3.1.1.1,224308,635.0
Vinyl butyrate,3.1.1.1,224325,210.0
Vinyl laurate,3.1.1.1,4839,5400.0
Vinyl laurate,3.1.1.1,5541,12000.0
Vinyl laurate,3.1.1.1,9606,375.0
Vinyl laurate,3.1.1.1,10141,125.0
Vinyl laurate,3.1.1.1,224308,145.0
Vinyl propionate,3.1.1.1,1388,980.0
Vinyl propionate,3.1.1.1,4839,3675.0
Vinyl propionate,3.1.1.1,5061,160.0
Vinyl propionate,3.1.1.1,5541,1950.0
Vinyl propionate,3.1.1.1,9606,800.0
Vinyl propionate,3.1.1.1,9823,295.0
Vinyl propionate,3.1.1.1,10141,270.0
Vinyl propionate,3.1.1.1,224308,1935.0
Vinyl propionate,3.1.1.1,224325,200.0
Vinylacetate,3.1.1.1,1388,110.0
Vinylacetate,3.1.1.1,4839,950.0
Vinylacetate,3.1.1.1,5061,400.0
Vinylacetate,3.1.1.1,5541,455.0
Vinylacetate,3.1.1.1,9606,170.0
Vinylacetate,3.1.1.1,9823,315.0
Vinylacetate,3.1.1.1,10141,70.0
Vinylacetate,3.1.1.1,224308,100.0
Vinylacetate,3.1.1.1,224325,50.0
Vitamin D2,1.14.14.24,9606,0.01016667
Vitamin D3,1.14.14.24,9606,0.01616667
Vitamin D3,1.14.15.15,9606,0.008
XTP,3.6.1.9,9606,640.0
XTP,3.6.1.9,243232,1009.37
Xanthine,1.17.1.4,1061,108.0
Xanthine,1.17.3.2,9913,2.49
Xanthine,2.4.2.22,83333,150.1
Xanthohumol,4.2.1.95,660122,4.77
Xanthopterin,3.5.4.11,311403,0.46
Xylitol,1.1.1.10,9606,1.5
Xylitol,1.1.1.14,9913,26.0
Xylitol,1.1.1.10,10036,44.0
Xylitol,1.1.1.10,10090,55.0
Xylitol,1.1.1.10,10116,41.0
Xylitol,1.1.1.10,10141,23.0
Xylitol,1.1.1.9,78167,170.0
Xylitol,1.1.1.10,431241,1.0
Xylitol,1.1.1.21,2315449,1.1
Xylobiose,3.2.1.37,51453,0.0044
Xylobiose,3.2.1.37,68825,0.002
Xylohexaose,3.2.1.37,51453,0.002
Xylohexaose,3.2.1.37,68825,0.0029
Xylotetraose,3.2.1.37,51453,0.0027
Xylotetraose,3.2.1.37,68825,0.0036
Xylotriose,3.2.1.37,51453,0.0029
Xylotriose,3.2.1.37,68825,0.0037
Z-Gly-Pro-Leu-Gly-Pro,3.4.24.27,1427,41.6
Zymosterol,5.3.3.5,9606,0.423
Zymosterol,2.1.1.41,559292,0.011
all-trans-Retinal,1.1.1.1,9606,5.0
all-trans-Retinal,1.1.1.105,9606,0.3
all-trans-Retinal,1.1.1.21,9606,0.45
all-trans-Retinal,1.14.14.1,9606,0.01283333
all-trans-Retinal,1.1.1.1,10090,0.55
all-trans-Retinal,1.14.14.1,10090,0.008666667
all-trans-Retinal,1.2.1.5,10090,3.9
all-trans-Retinal,1.2.1.3,10116,0.03
"alpha,alpha-Trehalose",3.2.1.28,5530,1.02
"alpha,alpha-Trehalose",3.2.1.20,55212,0.4333333
"alpha,alpha-Trehalose",3.2.1.20,162425,2.4
"alpha,alpha-Trehalose",3.2.1.28,169036,0.94
"alpha,alpha-Trehalose",3.2.1.20,262724,343.0
alpha-Cedrene,1.14.14.151,35626,0.1
alpha-Cyclodextrin,2.4.1.19,33950,1586.0
alpha-D-Fructofuranose,5.3.1.5,1398,0.7
alpha-D-Fructofuranose,5.3.1.5,1580,0.65
alpha-D-Fructofuranose,5.3.1.5,1935,4.02
alpha-D-Fructofuranose,5.3.1.5,272623,0.406
alpha-D-Galactose,5.1.3.3,9606,12000.0
alpha-D-Galactose,5.1.3.3,83333,18400.0
alpha-D-Galactose 1-phosphate,2.7.7.12,83333,62.0
alpha-D-Glucose,5.3.1.5,1398,2.14
alpha-D-Glucose,5.3.1.5,1580,1.22
alpha-D-Glucose,5.3.1.5,1935,2.35
alpha-D-Glucose,5.1.3.3,9606,4900.0
alpha-D-Glucose,5.1.3.3,83333,19000.0
alpha-D-Glucose,5.3.1.5,272623,2.01
alpha-D-Glucose,1.1.3.10,2822231,113.8
alpha-D-Glucose 1-phosphate,2.7.7.27,4113,205.0
alpha-D-Glucose 1-phosphate,2.7.7.27,4577,205.0
alpha-D-Glucose 1-phosphate,5.4.2.2,9606,143.0
alpha-D-Glucose 1-phosphate,5.4.2.8,9606,2.85
alpha-D-Glucose 1-phosphate,2.4.1.1,83333,38.0
alpha-D-Glucose 1-phosphate,2.4.1.352,83333,350.0
alpha-D-Glucose 1-phosphate,2.7.7.24,143495,13.0
alpha-D-Glucose 1-phosphate,2.4.1.321,190485,173.0
alpha-D-Glucose 1-phosphate,2.4.1.359,225937,39.0
alpha-D-Glucose 1-phosphate,2.4.1.321,367110,146.0
alpha-D-Glucose 1-phosphate,2.4.1.352,526227,128.0
alpha-D-Glucose 1-phosphate,2.4.1.329,580327,24.2
alpha-D-Mannose 1-phosphate,5.4.2.8,9606,4.39
alpha-D-Mannose 1-phosphate,2.4.1.320,226186,37.0
alpha-D-Ribose 1-methylphosphonate 5-triphosphate,3.6.1.63,83333,6.4
alpha-D-Ribose 1-phosphate,2.4.2.1,9606,110.0
alpha-D-Xylose,5.3.1.5,1398,7.0
alpha-D-Xylose,5.3.1.5,1580,7.2
alpha-D-Xylose,5.3.1.5,1935,8.2
alpha-D-Xylose,5.3.1.5,272623,7.0
alpha-Ketovaline,1.1.1.27,1422,0.26
alpha-Ketovaline,1.2.1.25,9606,3.166667
alpha-Ketovaline,1.2.4.4,9606,3.3
alpha-Ketovaline,2.6.1.42,9606,230.0
alpha-Ketovaline,2.3.3.13,83331,3.5
alpha-Ketovaline,2.3.3.13,83332,3.5
alpha-Ketovaline,1.1.1.86,83333,0.182
alpha-Lactose,3.2.1.23,273057,1.9
alpha-Linolenate,1.13.11.45,36779,126.0
alpha-Linolenoyl-CoA,3.1.2.2,9606,13.3
alpha-Methyl-D-glucopyranoside,2.4.1.19,33950,1586.0
alpha-NADPH,1.3.1.98,83333,42.0
alpha-Naphthol,1.10.3.2,77133,35.32
alpha-Naphthyl caprylate,3.1.1.73,105351,0.85
alpha-Naphthyl phosphate,3.1.3.2,9606,53.0
alpha-Phenylpropionaldehyde,1.2.1.3,9606,15.16667
beta-Alanine,6.3.2.1,83331,3.4
beta-Alanine,6.3.2.1,83332,3.4
beta-Benzoyl-L-alanine,3.7.1.3,294,0.7
beta-Carotene,1.13.11.63,9606,0.011
beta-Casomorphin,3.4.17.23,9606,6.8
beta-Citronellol,2.4.1.85,4558,0.09
beta-Cryptoxanthin,1.13.11.63,9606,0.00095
beta-Cyclodextrin,2.4.1.19,33950,509.0
"beta-D-Fructose 2,6-bisphosphate",3.1.3.46,10116,0.042
beta-D-Fructose 6-phosphate,2.7.1.105,10116,0.092
beta-D-Fructose 6-phosphate,2.4.1.329,580327,24.2
beta-D-Glucose,1.1.3.4,5061,503.0
beta-D-Glucose,1.1.3.4,63559,2003.0
beta-D-Glucose,3.2.1.74,309803,883.9
beta-D-Glucose,1.1.3.10,2822231,88.3
beta-D-Glucose 1-phosphate,2.4.1.230,83333,1.3
beta-D-Glucose 1-phosphate,5.4.2.10,83333,0.0055
beta-D-Glucose 1-phosphate,5.4.2.6,83333,21.0
beta-D-Glucose 1-phosphate,5.4.2.6,272623,177.0
beta-D-Glucose 1-phosphate,2.4.1.282,357809,2.5
beta-Methyl-D-glucopyranoside,3.2.1.21,39947,0.65
beta-Naphthyl phosphate,3.1.3.48,559292,4.2
"cis,cis-Muconate",5.5.1.1,303,210.0
"cis-(1R,2S)-2-Amino-1-tetralol",2.1.1.28,9606,0.004833333
cis-3-Hexenoyl-CoA,5.3.3.8,10116,252.0
cis-3-Octenoyl-CoA,5.3.3.8,10116,180.0
cis-3-Octenoyl-CoA,5.3.3.8,83333,48.0
cis-4-Methylcyclohexanol,1.1.1.1,7225,7.1
cis-Aconitate,5.3.3.7,306,4500.0
cis-Cypermethrin,3.1.1.88,595605,2.57
cis-Permethrin,3.1.1.88,595605,3.0
cis-Resveratrol,1.13.11.12,3847,0.38
dADP,2.7.2.3,9606,844.5
dAMP,2.7.4.3,9031,87.0
dAMP,3.1.3.2,83333,14.0
dAMP,3.1.3.5,83333,0.3
dAMP,3.1.3.89,559292,1.0
dATP,2.5.1.17,1598,0.0051
dATP,3.6.1.55,3702,0.17
dATP,3.6.1.23,5664,5.4
dATP,3.6.4.13,8355,0.15
dATP,2.7.2.3,9606,0.03
dATP,2.7.7.31,9606,32000.0
dATP,2.7.7.84,9606,2.0
dATP,3.6.1.8,83332,1.006667
dATP,3.6.1.8,83333,0.9966667
dATP,3.6.1.8,246196,1.4
dATP,2.7.1.2,419947,61.5
dCDP,2.7.4.6,3888,106.0
dCMP,2.7.4.14,9606,73.0
dCMP,3.5.4.12,9606,960.0
dCMP,2.7.4.14,44689,22.0
dCMP,2.7.4.25,83332,30.0
dCMP,2.7.4.25,83333,108.0
dCMP,3.1.3.2,83333,26.0
dCMP,3.1.3.5,83333,0.23
dCMP,3.1.3.89,559292,0.28
dCTP,3.6.1.23,5664,13.0
dCTP,2.7.2.3,9606,0.006666667
dCTP,3.6.1.65,83333,14.3
dCTP,3.5.4.30,243232,0.41
dCTP,3.6.1.8,246196,0.5166667
dGDP,4.1.1.32,6253,4.55
dGMP,2.7.4.8,3702,1.4
dGMP,3.1.3.2,83333,15.0
dGMP,3.1.3.5,83333,8.04
dGMP,3.1.3.89,559292,1.2
dGTP,3.6.1.55,3702,0.83
dGTP,3.6.1.23,5664,6.4
dGTP,4.1.1.32,6253,3.4
dGTP,3.6.1.56,9606,15.7
dGTP,3.6.1.9,9606,2.0
dGTP,3.6.1.8,83332,0.8633333
dGTP,3.1.5.1,83333,4000.0
dGTP,3.6.1.9,243232,96.64
dGTP,3.6.1.8,246196,1.7
dIMP,3.1.3.5,83333,0.24
dITP,3.6.1.9,9606,360.0
dTDP,2.7.4.6,3888,147.0
"dTDP-4-amino-4,6-dideoxy-D-glucose",2.3.1.209,562,155.3
dTDP-4-dehydro-6-deoxy-D-glucose,2.6.1.33,562,5.66
dTDP-4-dehydro-6-deoxy-D-glucose,2.6.1.33,622,0.74
dTDP-4-dehydro-6-deoxy-D-glucose,5.1.3.13,1307,10.4
dTDP-4-dehydro-6-deoxy-D-glucose,5.1.3.13,99287,39.0
dTDP-4-dehydro-6-deoxy-D-glucose,5.1.3.13,143495,2.0
dTDP-D-glucose,2.7.7.24,143495,15.0
dTDP-D-glucose,4.2.1.46,143495,1.9
dTDP-L-noviose,2.4.1.302,193462,4.833333
dTDP-beta-L-daunosamine,2.4.1.327,33899,0.035
dTMP,2.7.4.9,83332,4.5
dTMP,2.7.4.9,83333,10.5
dTMP,3.1.3.5,83333,30.4
dTMP,3.1.3.89,559292,1.1
dTTP,3.6.1.55,3702,0.25
dTTP,2.7.1.1,4108,1.42
dTTP,3.6.1.23,5664,8.6
dTTP,2.7.2.3,9606,0.01666667
dTTP,2.7.7.7,9606,0.02
dTTP,3.1.3.2,9606,107.0
dTTP,3.6.1.15,9606,0.0074
dTTP,2.7.1.76,44101,1.64
dTTP,3.6.1.8,83332,0.9733333
dTTP,2.7.7.24,143495,13.0
dTTP,3.6.1.9,243232,1.77
dTTP,3.6.1.8,246196,1.383333
dUDP,3.6.1.23,5664,65.0
dUMP,2.1.1.148,813,0.6663333
dUMP,2.1.1.45,1582,7.8
dUMP,2.1.1.45,5664,5.8
dUMP,2.1.1.45,5693,3.4
dUMP,2.1.1.45,9606,4.166667
dUMP,3.1.3.2,83333,24.0
dUMP,3.1.3.5,83333,21.4
dUMP,2.1.1.45,83334,0.6
dUMP,2.1.1.148,243274,0.1
dUTP,3.6.1.23,5664,49.0
dUTP,3.6.1.8,83332,0.755
dUTP,3.6.1.8,83333,1.005
dUTP,3.6.1.23,243232,1.0
dUTP,3.6.1.8,246196,1.283333
ddCTP,2.7.2.3,9606,0.015
delta(L-2-Aminoadipyl)-L-cysteinyl-D-valine,1.21.3.1,5044,4.6
delta1-Piperideine-2-carboxylate,1.5.1.1,192,165.8333
delta1-Piperideine-2-carboxylate,1.5.1.49,167879,1.381667
delta1-Piperideine-2-carboxylate,1.5.1.21,208964,35.33333
des-Arg9-bradykinin,3.4.17.23,9606,62.0
"ent-Cassa-12,15-diene",1.14.14.70,39947,0.017
ent-Kaurene,1.14.14.70,39947,0.022
ent-Sandaracopimaradiene,1.14.14.70,39947,0.013
epsilon-Rhodomycinone,2.4.1.326,33899,0.001366667
"erythro-2,3-Butanediol",1.1.1.4,559292,766.6667
erythro-3-Hydroxy-L-aspartate,4.3.1.20,518882,8.68
furanacryloyl-L-Phe-Gly-Gly,3.4.15.1,9606,381.2667
gamma-Cyclodextrin,2.4.1.19,33950,588.0
gamma-L-Glutamyl-L-cysteine,6.3.2.3,272843,36.3
gamma-L-Glutamyl-L-cysteine,1.14.99.51,367110,0.4616667
m-Fluorobenzaldehyde,1.1.1.21,2315449,19.3
m-Fluorobenzyl alcohol,1.1.3.7,5323,6.0
m-Hydroxyanisole,1.11.1.7,3704,430.0
m-Methylbenzaldehyde,1.2.1.3,9606,4.5
m-Nitrobenzaldehyde,1.1.1.2,9606,4.7
m-Nitrobenzaldehyde,1.1.1.21,9606,35.46667
m-Nitrobenzaldehyde,1.1.1.213,9606,0.0155
m-Nitrobenzaldehyde,1.1.1.50,9606,0.035
m-Nitrobenzaldehyde,1.1.1.1,10116,980.0
m-Nitrobenzaldehyde,1.1.1.21,2315449,15.1
meso-Tartrate,1.1.1.93,9823,296.6667
myo-Inositol,1.13.99.1,9823,0.1833333
myo-Inositol,1.1.1.18,224308,58.0
myo-Inositol,1.1.1.370,1197861,26.66667
myo-Inositol hexakisphosphate,2.7.4.21,9606,0.00106
myo-Inositol hexakisphosphate,2.7.4.21,10090,0.0053
n-Butyraldoxime,4.99.1.5,333,0.09
n-Valeryl-CoA,2.3.1.74,3879,0.031
n-Valeryl-CoA,2.3.1.159,37565,0.001833333
o-Methylbenzaldehyde,1.2.1.3,9606,2.75
o-Nitrobenzaldehyde,1.2.1.3,9606,1.233333
o-Toluidine,1.11.1.7,3704,270.0
p-(dimethylamino)benzaldehyde,1.2.1.3,9606,2.333333
p-Anisaldehyde,4.1.2.10,32224,582.0
p-Anisaldehyde,1.1.1.1,273057,1.616667
p-Chlorobenzyl alcohol,1.1.3.7,5323,51.0
p-Fluorobenzyl alcohol,1.1.3.7,5323,32.0
p-Nitrobenzaldehyde,1.3.1.20,9543,11.3
p-Nitrobenzaldehyde,1.1.1.184,9606,3.166667
p-Nitrobenzaldehyde,1.1.1.2,9606,9.5
p-Nitrobenzaldehyde,1.1.1.21,9606,2.666667
p-Nitrobenzaldehyde,1.1.1.213,9606,0.09416667
p-Nitrobenzaldehyde,1.1.1.n11,9606,1.566667
p-Nitrobenzaldehyde,1.2.1.3,9606,7.166667
p-Nitrobenzaldehyde,1.1.1.2,9823,12.0
p-Nitrobenzaldehyde,1.1.1.21,9823,57.0
p-Nitrobenzaldehyde,1.1.1.21,9913,0.27
p-Nitrobenzaldehyde,1.1.1.209,10090,0.5
p-Nitrobenzaldehyde,1.1.1.n11,10090,1.916667
p-Nitrobenzaldehyde,1.1.1.213,10116,2.016667
p-Nitrobenzaldehyde,1.1.1.51,10116,0.3
p-Nitrobenzaldehyde,1.1.1.62,10116,0.1316667
p-Nitrobenzaldehyde,1.1.1.65,284812,0.003266667
p-Nitrobenzaldehyde,1.1.1.21,2315449,22.4
p-Nitrocinnamaldehyde,1.2.1.3,9606,0.45
p-Nitrophenol alpha-D-glucopyranoside,3.2.1.177,411476,0.071
p-Nitrophenol alpha-D-xylopyranoside,3.2.1.177,411476,1.6
p-Nitrophenyl butyrate,3.1.1.1,1388,480.0
p-Nitrophenyl butyrate,3.1.1.74,2021,30.9
p-Nitrophenyl butyrate,3.1.1.1,4839,420.0
p-Nitrophenyl butyrate,3.1.1.1,5541,580.0
p-Nitrophenyl butyrate,3.1.1.1,9606,190.0
p-Nitrophenyl butyrate,3.1.1.1,9823,27.41833
p-Nitrophenyl butyrate,3.1.1.1,10141,50.0
p-Nitrophenyl butyrate,3.1.1.74,53522,4.48
p-Nitrophenyl butyrate,3.1.1.1,83332,185.0
p-Nitrophenyl butyrate,3.1.1.1,83333,6.1
p-Nitrophenyl butyrate,3.1.2.12,83333,0.36
p-Nitrophenyl butyrate,3.1.2.2,83333,15.29
p-Nitrophenyl butyrate,3.1.1.74,144786,195.1
p-Nitrophenyl butyrate,3.1.1.1,160488,345.0
p-Nitrophenyl butyrate,3.1.1.1,208964,247.0
p-Nitrophenyl butyrate,3.1.1.1,224308,50.0
p-Nitrophenyl butyrate,3.1.1.1,224325,140.0
p-Nitrophenyl butyrate,3.1.1.74,269800,742.0
p-Nitrophenyl butyrate,3.1.1.88,595605,118.0
p-Nitrophenyl butyrate,3.1.1.74,2747968,837.0
p-Nitrophenyl caproate,3.1.1.1,1422,39.758
p-Nitrophenyl caproate,3.1.1.74,53522,3.28
p-Nitrophenyl caproate,3.1.1.1,83333,4.0
p-Nitrophenyl caproate,3.1.2.12,83333,0.49
p-Nitrophenyl caproate,3.1.1.88,595605,49.0
p-Nitrophenyl dodecanoate,3.1.1.1,1388,45.0
p-Nitrophenyl laurate,3.1.1.1,83333,1.5
p-Nitrophenyl laurate,3.1.1.13,244229,1.4
p-Nitrophenyl myristate,3.1.1.13,244229,4.5
p-Nitrophenyl palmitate,3.1.1.13,244229,2.9
p-Nitrophenyl propionate,3.1.1.1,83333,13.1
p-Nitrophenyl propionate,3.1.2.12,83333,0.37
p-Nitrophenyl-alpha-D-galactoside,3.2.1.22,226186,244.0
p-Nitrophenyl-alpha-D-galactoside,3.2.1.20,243274,10.48
p-Nitrophenyl-alpha-D-galactoside,3.2.1.22,272559,3.9
p-Nitrophenyl-alpha-D-glucoside,3.2.1.10,1396,483.0
p-Nitrophenyl-alpha-D-glucoside,3.2.1.20,4113,69.6
p-Nitrophenyl-alpha-D-glucoside,3.2.1.20,7460,104.0
p-Nitrophenyl-alpha-D-glucoside,3.2.1.20,162425,0.61
p-Nitrophenyl-alpha-D-glucoside,3.2.1.70,210007,235.0
p-Nitrophenyl-alpha-D-glucoside,3.2.1.3,226186,161.0
p-Nitrophenyl-alpha-D-glucoside,3.2.1.20,243274,9.12
p-Nitrophenyl-alpha-D-glucoside,3.2.1.177,273057,0.05
p-Nitrophenyl-alpha-L-fucoside,3.2.1.51,273057,287.0
p-Nitrophenyl-alpha-L-rhamnopyranoside,3.2.1.40,33178,412.0
p-Nitrophenyl-beta-D-fucopyranoside,3.2.1.21,9606,10.7
p-Nitrophenyl-beta-D-fucopyranoside,3.2.1.23,83333,123.4
p-Nitrophenyl-beta-D-glucoside,3.2.1.21,1685,3.631667
p-Nitrophenyl-beta-D-glucoside,3.2.1.21,3702,17.0
p-Nitrophenyl-beta-D-glucoside,3.2.1.21,4550,22.2
p-Nitrophenyl-beta-D-glucoside,3.2.1.21,4565,235.9
p-Nitrophenyl-beta-D-glucoside,3.2.1.21,4577,29.5
p-Nitrophenyl-beta-D-glucoside,3.2.1.21,9606,12.1
p-Nitrophenyl-beta-D-glucoside,3.2.1.21,39947,38.9
